ts,server,online,count
1781602334,Altarly,1,17
1781602334,CreakGens,1,26
1781602334,DovyGens,1,28
1781602458,AltarExtra,1,17
1781602458,TechMines,1,182
1781602458,Altarly,1,17
1781602458,CreakGens,1,26
1781602458,DovyGens,1,27
1781602589,AltarExtra,1,17
1781602589,TechMines,1,184
1781602589,Altarly,1,17
1781602589,CreakGens,1,24
1781602589,DovyGens,1,27
1781602702,AltarExtra,1,16
1781602702,TechMines,1,184
1781602702,Altarly,1,16
1781602702,CreakGens,1,25
1781602702,DovyGens,1,26
1781602826,AltarExtra,1,15
1781602826,TechMines,1,183
1781602826,Altarly,1,19
1781602826,CreakGens,1,22
1781602826,DovyGens,1,24
1781602938,AltarExtra,1,15
1781602938,TechMines,1,184
1781602938,Altarly,1,18
1781602938,CreakGens,1,22
1781602938,DovyGens,1,24
1781603056,AltarExtra,1,16
1781603056,TechMines,1,183
1781603056,Altarly,1,15
1781603056,CreakGens,1,23
1781603056,DovyGens,1,26
1781603181,AltarExtra,1,18
1781603181,TechMines,1,184
1781603181,Altarly,1,15
1781603181,CreakGens,1,23
1781603181,DovyGens,1,24
1781603301,AltarExtra,1,18
1781603301,TechMines,1,183
1781603301,Altarly,1,14
1781603301,CreakGens,1,25
1781603301,DovyGens,1,24
1781603418,AltarExtra,1,18
1781603418,TechMines,1,179
1781603418,Altarly,1,15
1781603418,CreakGens,1,24
1781603418,DovyGens,1,24
1781603535,AltarExtra,1,20
1781603535,TechMines,1,180
1781603535,Altarly,1,15
1781603535,CreakGens,1,23
1781603535,DovyGens,1,24
1781603655,AltarExtra,1,21
1781603655,TechMines,1,178
1781603655,Altarly,1,15
1781603655,CreakGens,1,25
1781603655,DovyGens,1,24
1781603785,AltarExtra,1,21
1781603785,TechMines,1,176
1781603785,Altarly,1,16
1781603785,CreakGens,1,24
1781603785,DovyGens,1,23
1781603892,AltarExtra,1,22
1781603892,TechMines,1,175
1781603892,Altarly,1,15
1781603892,CreakGens,1,24
1781603892,DovyGens,1,22
1781604031,AltarExtra,1,22
1781604031,TechMines,1,172
1781604031,Altarly,1,15
1781604031,CreakGens,1,26
1781604031,DovyGens,1,20
1781604135,AltarExtra,1,22
1781604135,TechMines,1,173
1781604135,Altarly,1,15
1781604135,CreakGens,1,25
1781604135,DovyGens,1,23
1781604254,AltarExtra,1,21
1781604254,TechMines,1,177
1781604254,Altarly,1,14
1781604254,CreakGens,1,24
1781604254,DovyGens,1,26
1781604379,AltarExtra,1,18
1781604379,TechMines,1,178
1781604379,Altarly,1,16
1781604379,CreakGens,1,24
1781604379,DovyGens,1,25
1781604502,AltarExtra,1,20
1781604502,TechMines,1,176
1781604502,Altarly,1,15
1781604502,CreakGens,1,25
1781604502,DovyGens,1,24
1781604625,AltarExtra,1,20
1781604625,TechMines,1,177
1781604625,Altarly,1,16
1781604625,CreakGens,1,24
1781604625,DovyGens,1,24
1781604734,AltarExtra,1,20
1781604734,TechMines,1,176
1781604734,Altarly,1,16
1781604734,CreakGens,1,25
1781604734,DovyGens,1,25
1781604862,AltarExtra,1,21
1781604862,TechMines,1,179
1781604862,Altarly,1,18
1781604862,CreakGens,1,24
1781604862,DovyGens,1,26
1781604982,AltarExtra,1,19
1781604982,TechMines,1,180
1781604982,Altarly,1,16
1781604982,CreakGens,1,22
1781604982,DovyGens,1,27
1781605100,AltarExtra,1,19
1781605100,TechMines,1,178
1781605100,Altarly,1,14
1781605100,CreakGens,1,22
1781605100,DovyGens,1,27
1781605218,AltarExtra,1,20
1781605218,TechMines,1,179
1781605218,Altarly,1,13
1781605218,CreakGens,1,23
1781605218,DovyGens,1,28
1781605342,AltarExtra,1,23
1781605342,TechMines,1,180
1781605342,Altarly,1,13
1781605342,CreakGens,1,24
1781605342,DovyGens,1,28
1781605460,AltarExtra,1,23
1781605460,TechMines,1,178
1781605460,Altarly,1,13
1781605460,CreakGens,1,23
1781605460,DovyGens,1,27
1781605579,AltarExtra,1,23
1781605579,TechMines,1,182
1781605579,Altarly,1,13
1781605579,CreakGens,1,23
1781605579,DovyGens,1,27
1781605699,AltarExtra,1,24
1781605699,TechMines,1,179
1781605699,Altarly,1,13
1781605699,CreakGens,1,25
1781605699,DovyGens,1,29
1781605827,AltarExtra,1,24
1781605827,TechMines,1,182
1781605827,Altarly,1,12
1781605827,CreakGens,1,27
1781605827,DovyGens,1,30
1781605942,AltarExtra,1,24
1781605942,TechMines,1,181
1781605942,Altarly,1,12
1781605942,CreakGens,1,26
1781605942,DovyGens,1,29
1781605987,AltarExtra,1,23
1781605987,TechMines,1,183
1781605987,Altarly,1,13
1781605987,CreakGens,1,26
1781605987,DovyGens,1,29
1781606059,AltarExtra,1,25
1781606059,TechMines,1,183
1781606059,Altarly,1,14
1781606059,CreakGens,1,27
1781606059,DovyGens,1,29
1781606176,AltarExtra,1,24
1781606176,TechMines,1,182
1781606176,Altarly,1,14
1781606176,CreakGens,1,28
1781606176,DovyGens,1,27
1781606301,AltarExtra,1,24
1781606301,TechMines,1,180
1781606301,Altarly,1,14
1781606301,CreakGens,1,29
1781606301,DovyGens,1,26
1781606418,AltarExtra,1,24
1781606418,TechMines,1,182
1781606418,Altarly,1,14
1781606418,CreakGens,1,26
1781606418,DovyGens,1,25
1781606535,AltarExtra,1,24
1781606535,TechMines,1,185
1781606535,Altarly,1,16
1781606535,CreakGens,1,31
1781606535,DovyGens,1,26
1781606658,AltarExtra,1,22
1781606658,TechMines,1,184
1781606658,Altarly,1,16
1781606658,CreakGens,1,28
1781606658,DovyGens,1,27
1781606774,AltarExtra,1,23
1781606774,TechMines,1,186
1781606774,Altarly,1,16
1781606774,CreakGens,1,28
1781606774,DovyGens,1,28
1781606895,AltarExtra,1,24
1781606895,TechMines,1,184
1781606895,Altarly,1,15
1781606895,CreakGens,1,29
1781606895,DovyGens,1,29
1781607022,AltarExtra,1,24
1781607022,TechMines,1,185
1781607022,Altarly,1,14
1781607022,CreakGens,1,26
1781607022,DovyGens,1,29
1781607137,AltarExtra,1,23
1781607137,TechMines,1,181
1781607137,Altarly,1,14
1781607137,CreakGens,1,23
1781607137,DovyGens,1,29
1781607259,AltarExtra,1,26
1781607259,TechMines,1,182
1781607259,Altarly,1,14
1781607259,CreakGens,1,24
1781607259,DovyGens,1,29
1781607383,AltarExtra,1,24
1781607383,TechMines,1,182
1781607383,Altarly,1,14
1781607383,CreakGens,1,25
1781607383,DovyGens,1,28
1781607498,AltarExtra,1,24
1781607498,TechMines,1,184
1781607498,Altarly,1,13
1781607498,CreakGens,1,30
1781607498,DovyGens,1,28
1781607622,AltarExtra,1,25
1781607622,TechMines,1,185
1781607622,Altarly,1,13
1781607622,CreakGens,1,27
1781607622,DovyGens,1,28
1781607735,AltarExtra,1,26
1781607735,TechMines,1,189
1781607735,Altarly,1,13
1781607735,CreakGens,1,27
1781607735,DovyGens,1,28
1781607862,AltarExtra,1,28
1781607862,TechMines,1,188
1781607862,Altarly,1,13
1781607862,CreakGens,1,27
1781607862,DovyGens,1,28
1781607982,AltarExtra,1,27
1781607982,TechMines,1,185
1781607982,Altarly,1,13
1781607982,CreakGens,1,27
1781607982,DovyGens,1,28
1781608099,AltarExtra,1,24
1781608099,TechMines,1,183
1781608099,Altarly,1,12
1781608099,CreakGens,1,25
1781608099,DovyGens,1,28
1781608225,AltarExtra,1,25
1781608225,TechMines,1,187
1781608225,Altarly,1,10
1781608225,CreakGens,1,27
1781608225,DovyGens,1,25
1781608341,AltarExtra,1,25
1781608341,TechMines,1,188
1781608341,Altarly,1,10
1781608341,CreakGens,1,28
1781608341,DovyGens,1,24
1781608457,AltarExtra,1,23
1781608457,TechMines,1,186
1781608457,Altarly,1,9
1781608457,CreakGens,1,26
1781608457,DovyGens,1,23
1781608573,AltarExtra,1,23
1781608573,TechMines,1,190
1781608573,Altarly,1,7
1781608573,CreakGens,1,27
1781608573,DovyGens,1,23
1781608699,AltarExtra,1,22
1781608699,TechMines,1,193
1781608699,Altarly,1,8
1781608699,CreakGens,1,28
1781608699,DovyGens,1,23
1781608821,AltarExtra,1,22
1781608821,TechMines,1,190
1781608821,Altarly,1,9
1781608821,CreakGens,1,31
1781608821,DovyGens,1,23
1781608932,AltarExtra,1,23
1781608932,TechMines,1,193
1781608932,Altarly,1,9
1781608932,CreakGens,1,31
1781608932,DovyGens,1,22
1781609054,AltarExtra,1,21
1781609054,TechMines,1,195
1781609054,Altarly,1,10
1781609054,CreakGens,1,29
1781609054,DovyGens,1,22
1781609183,AltarExtra,1,21
1781609183,TechMines,1,193
1781609183,Altarly,1,11
1781609183,CreakGens,1,28
1781609183,DovyGens,1,24
1781609292,AltarExtra,1,19
1781609292,TechMines,1,192
1781609292,Altarly,1,11
1781609292,CreakGens,1,27
1781609292,DovyGens,1,24
1781609429,AltarExtra,1,18
1781609429,TechMines,1,193
1781609429,Altarly,1,11
1781609429,CreakGens,1,27
1781609429,DovyGens,1,24
1781609541,AltarExtra,1,18
1781609541,TechMines,1,195
1781609541,Altarly,1,11
1781609541,CreakGens,1,27
1781609541,DovyGens,1,25
1781609655,AltarExtra,1,20
1781609655,TechMines,1,191
1781609655,Altarly,1,10
1781609655,CreakGens,1,30
1781609655,DovyGens,1,24
1781609772,AltarExtra,1,22
1781609772,TechMines,1,196
1781609772,Altarly,1,8
1781609772,CreakGens,1,29
1781609772,DovyGens,1,24
1781609902,AltarExtra,1,22
1781609902,TechMines,1,192
1781609902,Altarly,1,7
1781609902,CreakGens,1,30
1781609902,DovyGens,1,24
1781610027,AltarExtra,1,23
1781610027,TechMines,1,195
1781610027,Altarly,1,8
1781610027,CreakGens,1,29
1781610027,DovyGens,1,23
1781610132,AltarExtra,1,23
1781610132,TechMines,1,190
1781610132,Altarly,1,8
1781610132,CreakGens,1,28
1781610132,DovyGens,1,24
1781610254,AltarExtra,1,22
1781610254,TechMines,1,185
1781610254,Altarly,1,8
1781610254,CreakGens,1,31
1781610254,DovyGens,1,24
1781610374,AltarExtra,1,20
1781610374,TechMines,1,184
1781610374,Altarly,1,8
1781610374,CreakGens,1,32
1781610374,DovyGens,1,24
1781610495,AltarExtra,1,20
1781610495,TechMines,1,191
1781610495,Altarly,1,9
1781610495,CreakGens,1,31
1781610495,DovyGens,1,23
1781610628,AltarExtra,1,23
1781610628,TechMines,1,190
1781610628,Altarly,1,7
1781610628,CreakGens,1,32
1781610628,DovyGens,1,22
1781610741,AltarExtra,1,22
1781610741,TechMines,1,191
1781610741,Altarly,1,6
1781610741,CreakGens,1,33
1781610741,DovyGens,1,23
1781610862,AltarExtra,1,25
1781610862,TechMines,1,191
1781610862,Altarly,1,6
1781610862,CreakGens,1,32
1781610862,DovyGens,1,24
1781610982,AltarExtra,1,23
1781610982,TechMines,1,189
1781610982,Altarly,1,6
1781610982,CreakGens,1,29
1781610982,DovyGens,1,24
1781611105,AltarExtra,1,24
1781611105,TechMines,1,192
1781611105,Altarly,1,6
1781611105,CreakGens,1,28
1781611105,DovyGens,1,26
1781611231,AltarExtra,1,25
1781611231,TechMines,1,197
1781611231,Altarly,1,6
1781611231,CreakGens,1,29
1781611231,DovyGens,1,24
1781611336,AltarExtra,1,26
1781611336,TechMines,1,194
1781611336,Altarly,1,7
1781611336,CreakGens,1,29
1781611336,DovyGens,1,24
1781611461,AltarExtra,1,26
1781611461,TechMines,1,194
1781611461,Altarly,1,8
1781611461,CreakGens,1,28
1781611461,DovyGens,1,27
1781611578,AltarExtra,1,27
1781611578,TechMines,1,202
1781611578,Altarly,1,8
1781611578,CreakGens,1,27
1781611578,DovyGens,1,25
1781611695,AltarExtra,1,28
1781611695,TechMines,1,203
1781611695,Altarly,1,9
1781611695,CreakGens,1,30
1781611695,DovyGens,1,25
1781611829,AltarExtra,1,29
1781611829,TechMines,1,202
1781611829,Altarly,1,9
1781611829,CreakGens,1,29
1781611829,DovyGens,1,28
1781611937,AltarExtra,1,27
1781611937,TechMines,1,205
1781611937,Altarly,1,10
1781611937,CreakGens,1,29
1781611937,DovyGens,1,30
1781612062,AltarExtra,1,28
1781612062,TechMines,1,201
1781612062,Altarly,1,11
1781612062,CreakGens,1,26
1781612062,DovyGens,1,32
1781612182,AltarExtra,1,30
1781612182,TechMines,1,201
1781612182,Altarly,1,10
1781612182,CreakGens,1,27
1781612182,DovyGens,1,31
1781612295,AltarExtra,1,31
1781612295,TechMines,1,201
1781612295,Altarly,1,10
1781612295,CreakGens,1,28
1781612295,DovyGens,1,31
1781612426,AltarExtra,1,30
1781612426,TechMines,1,199
1781612426,Altarly,1,11
1781612426,CreakGens,1,25
1781612426,DovyGens,1,31
1781612539,AltarExtra,1,29
1781612539,TechMines,1,198
1781612539,Altarly,1,11
1781612539,CreakGens,1,23
1781612539,DovyGens,1,28
1781612654,AltarExtra,1,29
1781612654,TechMines,1,200
1781612654,Altarly,1,12
1781612654,CreakGens,1,23
1781612654,DovyGens,1,29
1781612781,AltarExtra,1,29
1781612781,TechMines,1,199
1781612781,Altarly,1,15
1781612781,CreakGens,1,23
1781612781,DovyGens,1,29
1781612894,AltarExtra,1,26
1781612894,TechMines,1,202
1781612894,Altarly,1,15
1781612894,CreakGens,1,23
1781612894,DovyGens,1,31
1781613027,AltarExtra,1,26
1781613027,TechMines,1,206
1781613027,Altarly,1,15
1781613027,CreakGens,1,23
1781613027,DovyGens,1,29
1781613142,AltarExtra,1,26
1781613142,TechMines,1,199
1781613142,Altarly,1,15
1781613142,CreakGens,1,23
1781613142,DovyGens,1,28
1781613261,AltarExtra,1,26
1781613261,TechMines,1,199
1781613261,Altarly,1,14
1781613261,CreakGens,1,23
1781613261,DovyGens,1,28
1781613376,AltarExtra,1,26
1781613376,TechMines,1,201
1781613376,Altarly,1,14
1781613376,CreakGens,1,22
1781613376,DovyGens,1,29
1781613507,AltarExtra,1,25
1781613507,TechMines,1,200
1781613507,Altarly,1,13
1781613507,CreakGens,1,22
1781613507,DovyGens,1,28
1781613622,AltarExtra,1,27
1781613622,TechMines,1,200
1781613622,Altarly,1,15
1781613622,CreakGens,1,21
1781613622,DovyGens,1,29
1781613740,AltarExtra,1,28
1781613740,TechMines,1,198
1781613740,Altarly,1,15
1781613740,CreakGens,1,22
1781613740,DovyGens,1,31
1781613861,AltarExtra,1,27
1781613861,TechMines,1,193
1781613861,Altarly,1,12
1781613861,CreakGens,1,23
1781613861,DovyGens,1,34
1781613983,AltarExtra,1,25
1781613983,TechMines,1,193
1781613983,Altarly,1,12
1781613983,CreakGens,1,24
1781613983,DovyGens,1,34
1781614102,AltarExtra,1,26
1781614102,TechMines,1,193
1781614102,Altarly,1,11
1781614102,CreakGens,1,23
1781614102,DovyGens,1,34
1781614224,AltarExtra,1,26
1781614224,TechMines,1,197
1781614224,Altarly,1,10
1781614224,CreakGens,1,22
1781614224,DovyGens,1,32
1781614338,AltarExtra,1,25
1781614338,TechMines,1,191
1781614338,Altarly,1,10
1781614338,CreakGens,1,22
1781614338,DovyGens,1,32
1781614463,AltarExtra,1,24
1781614463,TechMines,1,196
1781614463,Altarly,1,9
1781614463,CreakGens,1,25
1781614463,DovyGens,1,31
1781614578,AltarExtra,1,24
1781614578,TechMines,1,192
1781614578,Altarly,1,11
1781614578,CreakGens,1,22
1781614578,DovyGens,1,32
1781614694,AltarExtra,1,22
1781614694,TechMines,1,190
1781614694,Altarly,1,12
1781614694,CreakGens,1,24
1781614694,DovyGens,1,33
1781614832,AltarExtra,1,23
1781614832,TechMines,1,191
1781614832,Altarly,1,10
1781614832,CreakGens,1,24
1781614832,DovyGens,1,33
1781614943,AltarExtra,1,24
1781614943,TechMines,1,191
1781614943,Altarly,1,10
1781614943,CreakGens,1,27
1781614943,DovyGens,1,33
1781615062,AltarExtra,1,25
1781615062,TechMines,1,192
1781615062,Altarly,1,10
1781615062,CreakGens,1,26
1781615062,DovyGens,1,34
1781615181,AltarExtra,1,26
1781615181,TechMines,1,188
1781615181,Altarly,1,10
1781615181,CreakGens,1,28
1781615181,DovyGens,1,33
1781615300,AltarExtra,1,28
1781615300,TechMines,1,189
1781615300,Altarly,1,10
1781615300,CreakGens,1,25
1781615300,DovyGens,1,32
1781615420,AltarExtra,1,27
1781615420,TechMines,1,190
1781615420,Altarly,1,10
1781615420,CreakGens,1,27
1781615420,DovyGens,1,32
1781615543,AltarExtra,1,26
1781615543,TechMines,1,190
1781615543,Altarly,1,8
1781615543,CreakGens,1,28
1781615543,DovyGens,1,31
1781615658,AltarExtra,1,25
1781615658,TechMines,1,192
1781615658,Altarly,1,8
1781615658,CreakGens,1,26
1781615658,DovyGens,1,28
1781615783,AltarExtra,1,24
1781615783,TechMines,1,193
1781615783,Altarly,1,7
1781615783,CreakGens,1,26
1781615783,DovyGens,1,28
1781615895,AltarExtra,1,24
1781615895,TechMines,1,195
1781615895,Altarly,1,8
1781615895,CreakGens,1,26
1781615895,DovyGens,1,27
1781616023,AltarExtra,1,23
1781616023,TechMines,1,196
1781616023,Altarly,1,9
1781616023,CreakGens,1,27
1781616023,DovyGens,1,25
1781616141,AltarExtra,1,22
1781616141,TechMines,1,200
1781616141,Altarly,1,9
1781616141,CreakGens,1,26
1781616141,DovyGens,1,24
1781616274,AltarExtra,1,22
1781616274,TechMines,1,198
1781616274,Altarly,1,8
1781616274,CreakGens,1,25
1781616274,DovyGens,1,23
1781616378,AltarExtra,1,22
1781616378,TechMines,1,200
1781616378,Altarly,1,9
1781616378,CreakGens,1,25
1781616378,DovyGens,1,24
1781616498,AltarExtra,1,23
1781616498,TechMines,1,204
1781616498,Altarly,1,10
1781616498,CreakGens,1,26
1781616498,DovyGens,1,23
1781616627,AltarExtra,1,24
1781616627,TechMines,1,207
1781616627,Altarly,1,9
1781616627,CreakGens,1,25
1781616627,DovyGens,1,23
1781616743,AltarExtra,1,23
1781616743,TechMines,1,205
1781616743,Altarly,1,10
1781616743,CreakGens,1,25
1781616743,DovyGens,1,25
1781616861,AltarExtra,1,24
1781616861,TechMines,1,208
1781616861,Altarly,1,10
1781616861,CreakGens,1,26
1781616861,DovyGens,1,26
1781616977,AltarExtra,1,22
1781616977,TechMines,1,209
1781616977,Altarly,1,9
1781616977,CreakGens,1,27
1781616977,DovyGens,1,26
1781617103,AltarExtra,1,22
1781617103,TechMines,1,210
1781617103,Altarly,1,13
1781617103,CreakGens,1,29
1781617103,DovyGens,1,25
1781617230,AltarExtra,1,23
1781617230,TechMines,1,211
1781617230,Altarly,1,13
1781617230,CreakGens,1,28
1781617230,DovyGens,1,25
1781617338,AltarExtra,1,21
1781617338,TechMines,1,210
1781617338,Altarly,1,13
1781617338,CreakGens,1,26
1781617338,DovyGens,1,25
1781617455,AltarExtra,1,22
1781617455,TechMines,1,210
1781617455,Altarly,1,12
1781617455,CreakGens,1,27
1781617455,DovyGens,1,25
1781617587,AltarExtra,1,21
1781617587,TechMines,1,208
1781617587,Altarly,1,13
1781617587,CreakGens,1,27
1781617587,DovyGens,1,7
1781617696,AltarExtra,1,20
1781617696,TechMines,1,206
1781617696,Altarly,1,13
1781617696,CreakGens,1,27
1781617696,DovyGens,1,8
1781617832,AltarExtra,1,19
1781617832,TechMines,1,204
1781617832,Altarly,1,11
1781617832,CreakGens,1,27
1781617832,DovyGens,1,9
1781617936,AltarExtra,1,19
1781617936,TechMines,1,207
1781617936,Altarly,1,12
1781617936,CreakGens,1,28
1781617936,DovyGens,1,9
1781618065,AltarExtra,1,18
1781618065,TechMines,1,204
1781618065,Altarly,1,12
1781618065,CreakGens,1,33
1781618065,DovyGens,1,10
1781618184,AltarExtra,1,22
1781618184,TechMines,1,202
1781618184,Altarly,1,12
1781618184,CreakGens,1,34
1781618184,DovyGens,1,11
1781618305,AltarExtra,1,26
1781618305,TechMines,1,197
1781618305,Altarly,1,11
1781618305,CreakGens,1,32
1781618305,DovyGens,1,12
1781618435,AltarExtra,1,29
1781618435,TechMines,1,194
1781618435,Altarly,1,12
1781618435,CreakGens,1,31
1781618435,DovyGens,1,14
1781618539,AltarExtra,1,29
1781618539,TechMines,1,195
1781618539,Altarly,1,13
1781618539,CreakGens,1,32
1781618539,DovyGens,1,14
1781618656,AltarExtra,1,28
1781618656,TechMines,1,189
1781618656,Altarly,1,13
1781618656,CreakGens,1,30
1781618656,DovyGens,1,14
1781618774,AltarExtra,1,31
1781618774,TechMines,1,189
1781618774,Altarly,1,12
1781618774,CreakGens,1,28
1781618774,DovyGens,1,14
1781618897,AltarExtra,1,31
1781618897,TechMines,1,189
1781618897,Altarly,1,12
1781618897,CreakGens,1,24
1781618897,DovyGens,1,13
1781619027,AltarExtra,1,32
1781619027,TechMines,1,191
1781619027,Altarly,1,14
1781619027,CreakGens,1,24
1781619027,DovyGens,1,13
1781619137,AltarExtra,1,33
1781619137,TechMines,1,191
1781619137,Altarly,1,15
1781619137,CreakGens,1,26
1781619137,DovyGens,1,13
1781619258,AltarExtra,1,35
1781619258,TechMines,1,190
1781619258,Altarly,1,17
1781619258,CreakGens,1,22
1781619258,DovyGens,1,13
1781619381,AltarExtra,1,35
1781619381,TechMines,1,191
1781619381,Altarly,1,17
1781619381,CreakGens,1,24
1781619381,DovyGens,1,15
1781619497,AltarExtra,1,35
1781619497,TechMines,1,188
1781619497,Altarly,1,17
1781619497,CreakGens,1,24
1781619497,DovyGens,1,13
1781619622,AltarExtra,1,35
1781619622,TechMines,1,188
1781619622,Altarly,1,17
1781619622,CreakGens,1,22
1781619622,DovyGens,1,14
1781619741,AltarExtra,1,33
1781619741,TechMines,1,192
1781619741,Altarly,1,18
1781619741,CreakGens,1,23
1781619741,DovyGens,1,15
1781619863,AltarExtra,1,28
1781619863,TechMines,1,193
1781619863,Altarly,1,17
